id,label,label_str,source,category,duplicate_group,heldout_category,split
article_1818,0,Non-clickbait,Thanh Niên,Giáo dục & Học đường,1346,Giáo dục & Học đường,test
article_1819,0,Non-clickbait,Thanh Niên,Giáo dục & Học đường,1347,Giáo dục & Học đường,test
article_1822,0,Non-clickbait,Thanh Niên,Giáo dục & Học đường,1348,Giáo dục & Học đường,test
article_1823,0,Non-clickbait,Thanh Niên,Giáo dục & Học đường,1349,Giáo dục & Học đường,test
article_1824,0,Non-clickbait,Thanh Niên,Giáo dục & Học đường,1350,Giáo dục & Học đường,test
article_1825,0,Non-clickbait,Thanh Niên,Giáo dục & Học đường,1351,Giáo dục & Học đường,test
article_1826,0,Non-clickbait,Thanh Niên,Giáo dục & Học đường,1352,Giáo dục & Học đường,test
article_1827,0,Non-clickbait,Thanh Niên,Giáo dục & Học đường,1353,Giáo dục & Học đường,test
article_1837,0,Non-clickbait,VietNamNet,Sức khỏe & Đời sống,1354,Giáo dục & Học đường,train
article_1842,1,Clickbait,VietNamNet,Sức khỏe & Đời sống,1355,Giáo dục & Học đường,train
article_1849,1,Clickbait,VietNamNet,Sức khỏe & Đời sống,1356,Giáo dục & Học đường,train
article_1852,0,Non-clickbait,VietNamNet,Sức khỏe & Đời sống,1357,Giáo dục & Học đường,train
article_1855,0,Non-clickbait,VietNamNet,Sức khỏe & Đời sống,1358,Giáo dục & Học đường,train
article_1856,0,Non-clickbait,VietNamNet,Sức khỏe & Đời sống,1359,Giáo dục & Học đường,train
article_1857,0,Non-clickbait,VietNamNet,Sức khỏe & Đời sống,1360,Giáo dục & Học đường,train
article_1859,0,Non-clickbait,Kênh14,Giáo dục & Học đường,1361,Giáo dục & Học đường,test
article_1860,0,Non-clickbait,Kênh14,Giáo dục & Học đường,1362,Giáo dục & Học đường,test
article_1861,1,Clickbait,Kênh14,Giáo dục & Học đường,1363,Giáo dục & Học đường,test
article_1862,0,Non-clickbait,Kênh14,Giáo dục & Học đường,1364,Giáo dục & Học đường,test
article_1863,1,Clickbait,Kênh14,Giáo dục & Học đường,1365,Giáo dục & Học đường,test
article_1864,0,Non-clickbait,Kênh14,Giáo dục & Học đường,1366,Giáo dục & Học đường,test
article_1871,1,Clickbait,SaoStar,Sức khỏe & Đời sống,1367,Giáo dục & Học đường,train
article_1872,0,Non-clickbait,SaoStar,Giải trí & Showbiz,1368,Giáo dục & Học đường,train
article_1873,1,Clickbait,SaoStar,Sức khỏe & Đời sống,1369,Giáo dục & Học đường,train
article_1889,1,Clickbait,SaoStar,Sức khỏe & Đời sống,1370,Giáo dục & Học đường,train
article_1893,0,Non-clickbait,SaoStar,Sức khỏe & Đời sống,1371,Giáo dục & Học đường,train
article_1896,0,Non-clickbait,24h,Thể thao,1372,Giáo dục & Học đường,train
article_1897,0,Non-clickbait,24h,Thể thao,1373,Giáo dục & Học đường,train
article_1898,0,Non-clickbait,24h,Thể thao,1374,Giáo dục & Học đường,train
article_1900,0,Non-clickbait,24h,Thể thao,1375,Giáo dục & Học đường,train
article_1901,0,Non-clickbait,24h,Thể thao,1376,Giáo dục & Học đường,train
article_1902,0,Non-clickbait,24h,Thể thao,1377,Giáo dục & Học đường,train
article_1904,0,Non-clickbait,24h,Thể thao,1378,Giáo dục & Học đường,train
article_1905,0,Non-clickbait,24h,Thể thao,1379,Giáo dục & Học đường,train
article_1906,0,Non-clickbait,24h,Thể thao,1380,Giáo dục & Học đường,train
article_1907,0,Non-clickbait,24h,Thể thao,1381,Giáo dục & Học đường,train
article_1908,0,Non-clickbait,24h,Thể thao,1382,Giáo dục & Học đường,train
article_1909,0,Non-clickbait,24h,Thể thao,1383,Giáo dục & Học đường,train
article_1910,0,Non-clickbait,24h,Thể thao,1384,Giáo dục & Học đường,train
article_1911,0,Non-clickbait,24h,Thể thao,1385,Giáo dục & Học đường,train
article_1913,0,Non-clickbait,24h,Thể thao,1386,Giáo dục & Học đường,train
article_1914,0,Non-clickbait,24h,Thể thao,1387,Giáo dục & Học đường,train
article_1915,0,Non-clickbait,24h,Thể thao,1388,Giáo dục & Học đường,train
article_1916,0,Non-clickbait,24h,Thể thao,1389,Giáo dục & Học đường,train
article_1917,0,Non-clickbait,24h,Thể thao,1390,Giáo dục & Học đường,train
article_1918,1,Clickbait,Báo Mới,Thể thao,1391,Giáo dục & Học đường,train
article_1920,0,Non-clickbait,Báo Mới,Thể thao,1392,Giáo dục & Học đường,train
article_1921,0,Non-clickbait,Báo Mới,Thể thao,1393,Giáo dục & Học đường,train
article_1923,0,Non-clickbait,Báo Mới,Other,1394,Giáo dục & Học đường,train
article_1924,0,Non-clickbait,Báo Mới,Thể thao,1395,Giáo dục & Học đường,train
article_1926,0,Non-clickbait,Báo Mới,Thể thao,1396,Giáo dục & Học đường,train
article_1927,0,Non-clickbait,Báo Mới,Thể thao,1397,Giáo dục & Học đường,train
article_1928,0,Non-clickbait,Báo Mới,Thể thao,1398,Giáo dục & Học đường,train
article_1931,0,Non-clickbait,Báo Mới,Thể thao,1399,Giáo dục & Học đường,train
article_1932,0,Non-clickbait,Báo Mới,Thể thao,1400,Giáo dục & Học đường,train
article_1933,0,Non-clickbait,Báo Mới,Thể thao,1401,Giáo dục & Học đường,train
article_1934,0,Non-clickbait,Báo Mới,Thể thao,1402,Giáo dục & Học đường,train
article_1939,0,Non-clickbait,Báo Mới,Thể thao,1403,Giáo dục & Học đường,train
article_1940,0,Non-clickbait,Báo Mới,Thể thao,1404,Giáo dục & Học đường,train
article_1941,0,Non-clickbait,Báo Mới,Thể thao,1405,Giáo dục & Học đường,train
article_1942,0,Non-clickbait,Báo Mới,Thể thao,1406,Giáo dục & Học đường,train
article_1943,0,Non-clickbait,Báo Mới,Thể thao,1407,Giáo dục & Học đường,train
article_1944,0,Non-clickbait,Báo Mới,Thể thao,1408,Giáo dục & Học đường,train
article_1946,0,Non-clickbait,Báo Mới,Thể thao,1409,Giáo dục & Học đường,train
article_1947,0,Non-clickbait,Báo Mới,Thể thao,1410,Giáo dục & Học đường,train
article_1950,0,Non-clickbait,Báo Mới,Thể thao,1411,Giáo dục & Học đường,train
article_1951,0,Non-clickbait,Báo Mới,Other,1412,Giáo dục & Học đường,train
article_1952,0,Non-clickbait,Báo Mới,Thể thao,1413,Giáo dục & Học đường,train
article_1953,0,Non-clickbait,Báo Mới,Thể thao,1414,Giáo dục & Học đường,train
article_1954,0,Non-clickbait,Báo Mới,Thể thao,1415,Giáo dục & Học đường,train
article_1956,0,Non-clickbait,Báo Mới,Thể thao,1416,Giáo dục & Học đường,train
article_1958,0,Non-clickbait,Báo Mới,Thể thao,1417,Giáo dục & Học đường,train
article_1962,0,Non-clickbait,VnExpress,Other,1418,Giáo dục & Học đường,train
article_1964,0,Non-clickbait,VnExpress,Other,1419,Giáo dục & Học đường,train
article_1968,0,Non-clickbait,VnExpress,Other,1420,Giáo dục & Học đường,train
article_1970,0,Non-clickbait,VnExpress,Other,1421,Giáo dục & Học đường,train
article_1971,0,Non-clickbait,VnExpress,Other,1422,Giáo dục & Học đường,train
article_1973,0,Non-clickbait,VnExpress,Other,1423,Giáo dục & Học đường,train
article_1974,0,Non-clickbait,VnExpress,Other,1424,Giáo dục & Học đường,train
article_1975,0,Non-clickbait,VnExpress,Other,1425,Giáo dục & Học đường,train
article_1978,0,Non-clickbait,VnExpress,Other,1426,Giáo dục & Học đường,train
article_1979,0,Non-clickbait,VnExpress,Other,1427,Giáo dục & Học đường,train
article_1980,0,Non-clickbait,VnExpress,Other,1428,Giáo dục & Học đường,train
article_1981,0,Non-clickbait,VnExpress,Other,1429,Giáo dục & Học đường,train
article_1982,0,Non-clickbait,VnExpress,Other,1430,Giáo dục & Học đường,train
article_1983,0,Non-clickbait,VnExpress,Other,1431,Giáo dục & Học đường,train
article_1984,0,Non-clickbait,VnExpress,Other,1432,Giáo dục & Học đường,train
article_1986,0,Non-clickbait,VnExpress,Other,1433,Giáo dục & Học đường,train
article_1987,0,Non-clickbait,VnExpress,Other,1434,Giáo dục & Học đường,train
article_1988,0,Non-clickbait,VnExpress,Other,1435,Giáo dục & Học đường,train
article_1990,0,Non-clickbait,VnExpress,Other,1436,Giáo dục & Học đường,train
article_1991,0,Non-clickbait,VnExpress,Other,1437,Giáo dục & Học đường,train
article_1992,0,Non-clickbait,VnExpress,Other,1438,Giáo dục & Học đường,train
article_1993,0,Non-clickbait,VnExpress,Other,1439,Giáo dục & Học đường,train
article_1994,0,Non-clickbait,VnExpress,Other,1440,Giáo dục & Học đường,train
article_1999,0,Non-clickbait,VnExpress,Other,1441,Giáo dục & Học đường,train
article_2001,0,Non-clickbait,VnExpress,Other,1442,Giáo dục & Học đường,train
article_2002,0,Non-clickbait,VnExpress,Other,1443,Giáo dục & Học đường,train
article_2003,0,Non-clickbait,VnExpress,Other,1444,Giáo dục & Học đường,train
article_2004,0,Non-clickbait,VnExpress,Other,1445,Giáo dục & Học đường,train
article_2005,0,Non-clickbait,VnExpress,Other,1446,Giáo dục & Học đường,train
article_2006,0,Non-clickbait,VnExpress,Other,1447,Giáo dục & Học đường,train
article_2007,0,Non-clickbait,VnExpress,Other,1448,Giáo dục & Học đường,train
article_2010,0,Non-clickbait,Tuổi Trẻ,Văn hóa & Nghệ thuật,1449,Giáo dục & Học đường,train
article_2011,0,Non-clickbait,Tuổi Trẻ,Văn hóa & Nghệ thuật,1450,Giáo dục & Học đường,train
article_2014,0,Non-clickbait,Tuổi Trẻ,Văn hóa & Nghệ thuật,1451,Giáo dục & Học đường,train
article_2015,0,Non-clickbait,Tuổi Trẻ,Văn hóa & Nghệ thuật,1452,Giáo dục & Học đường,train
article_2016,0,Non-clickbait,Tuổi Trẻ,Văn hóa & Nghệ thuật,1453,Giáo dục & Học đường,train
article_2017,0,Non-clickbait,Tuổi Trẻ,Văn hóa & Nghệ thuật,1454,Giáo dục & Học đường,train
article_2018,0,Non-clickbait,Tuổi Trẻ,Văn hóa & Nghệ thuật,1455,Giáo dục & Học đường,train
article_2019,0,Non-clickbait,Tuổi Trẻ,Văn hóa & Nghệ thuật,1456,Giáo dục & Học đường,train
article_2020,0,Non-clickbait,Tuổi Trẻ,Văn hóa & Nghệ thuật,1457,Giáo dục & Học đường,train
article_2021,0,Non-clickbait,Tuổi Trẻ,Văn hóa & Nghệ thuật,1458,Giáo dục & Học đường,train
article_2022,0,Non-clickbait,Tuổi Trẻ,Văn hóa & Nghệ thuật,1459,Giáo dục & Học đường,train
article_2023,0,Non-clickbait,Tuổi Trẻ,Other,1460,Giáo dục & Học đường,train
article_2025,0,Non-clickbait,Tuổi Trẻ,Văn hóa & Nghệ thuật,1461,Giáo dục & Học đường,train
article_2026,0,Non-clickbait,Thanh Niên,Other,1462,Giáo dục & Học đường,train
article_2027,0,Non-clickbait,Thanh Niên,Other,1463,Giáo dục & Học đường,train
article_2032,0,Non-clickbait,Thanh Niên,Other,1464,Giáo dục & Học đường,train
article_2033,0,Non-clickbait,Thanh Niên,Other,1465,Giáo dục & Học đường,train
article_2034,1,Clickbait,Thanh Niên,Other,1466,Giáo dục & Học đường,train
article_2035,1,Clickbait,Thanh Niên,Chính trị & An ninh,1467,Giáo dục & Học đường,train
article_2036,0,Non-clickbait,Thanh Niên,Other,1468,Giáo dục & Học đường,train
article_2037,0,Non-clickbait,Thanh Niên,Other,1469,Giáo dục & Học đường,train
article_2039,0,Non-clickbait,Thanh Niên,Du lịch & Ẩm thực,1470,Giáo dục & Học đường,train
article_2040,0,Non-clickbait,Thanh Niên,Du lịch & Ẩm thực,1471,Giáo dục & Học đường,train
article_2041,0,Non-clickbait,Thanh Niên,Other,1472,Giáo dục & Học đường,train
article_2042,0,Non-clickbait,Thanh Niên,Du lịch & Ẩm thực,1473,Giáo dục & Học đường,train
article_2043,0,Non-clickbait,Thanh Niên,Du lịch & Ẩm thực,1474,Giáo dục & Học đường,train
article_2044,0,Non-clickbait,Thanh Niên,Other,1475,Giáo dục & Học đường,train
article_2047,0,Non-clickbait,Thanh Niên,Du lịch & Ẩm thực,1476,Giáo dục & Học đường,train
article_2049,0,Non-clickbait,Thanh Niên,Du lịch & Ẩm thực,1477,Giáo dục & Học đường,train
article_2050,0,Non-clickbait,Thanh Niên,Other,1478,Giáo dục & Học đường,train
article_2051,0,Non-clickbait,Thanh Niên,Du lịch & Ẩm thực,1479,Giáo dục & Học đường,train
article_2052,0,Non-clickbait,Thanh Niên,Other,1480,Giáo dục & Học đường,train
article_2053,0,Non-clickbait,Thanh Niên,Du lịch & Ẩm thực,1481,Giáo dục & Học đường,train
article_2054,0,Non-clickbait,Thanh Niên,Du lịch & Ẩm thực,1482,Giáo dục & Học đường,train
article_2056,0,Non-clickbait,Thanh Niên,Other,1483,Giáo dục & Học đường,train
article_2057,0,Non-clickbait,Thanh Niên,Other,1484,Giáo dục & Học đường,train
article_2058,0,Non-clickbait,Thanh Niên,Other,1485,Giáo dục & Học đường,train
article_2059,0,Non-clickbait,Thanh Niên,Du lịch & Ẩm thực,1486,Giáo dục & Học đường,train
article_2060,0,Non-clickbait,Thanh Niên,Du lịch & Ẩm thực,1487,Giáo dục & Học đường,train
article_2061,1,Clickbait,Thanh Niên,Du lịch & Ẩm thực,1488,Giáo dục & Học đường,train
article_2062,0,Non-clickbait,Thanh Niên,Other,1489,Giáo dục & Học đường,train
article_2064,0,Non-clickbait,Thanh Niên,Other,1490,Giáo dục & Học đường,train
article_2065,0,Non-clickbait,Thanh Niên,Other,1491,Giáo dục & Học đường,train
article_2066,0,Non-clickbait,Thanh Niên,Other,1492,Giáo dục & Học đường,train
article_2069,0,Non-clickbait,Thanh Niên,Du lịch & Ẩm thực,1493,Giáo dục & Học đường,train
article_2070,0,Non-clickbait,Thanh Niên,Other,1494,Giáo dục & Học đường,train
article_2074,1,Clickbait,Thanh Niên,Other,1495,Giáo dục & Học đường,train
article_2076,0,Non-clickbait,VietNamNet,Sức khỏe & Đời sống,1496,Giáo dục & Học đường,train
article_2077,0,Non-clickbait,VietNamNet,Sức khỏe & Đời sống,1497,Giáo dục & Học đường,train
article_2078,0,Non-clickbait,VietNamNet,Sức khỏe & Đời sống,1498,Giáo dục & Học đường,train
article_2082,0,Non-clickbait,VietNamNet,Sức khỏe & Đời sống,1499,Giáo dục & Học đường,train
article_2083,0,Non-clickbait,VietNamNet,Sức khỏe & Đời sống,1500,Giáo dục & Học đường,train
article_2084,0,Non-clickbait,VietNamNet,Sức khỏe & Đời sống,1501,Giáo dục & Học đường,train
article_2085,0,Non-clickbait,VietNamNet,Sức khỏe & Đời sống,1502,Giáo dục & Học đường,train
article_2087,0,Non-clickbait,VietNamNet,Sức khỏe & Đời sống,1503,Giáo dục & Học đường,train
article_2088,0,Non-clickbait,VietNamNet,Sức khỏe & Đời sống,1504,Giáo dục & Học đường,train
article_2092,0,Non-clickbait,VietNamNet,Sức khỏe & Đời sống,1505,Giáo dục & Học đường,train
article_2094,0,Non-clickbait,VietNamNet,Sức khỏe & Đời sống,1506,Giáo dục & Học đường,train
article_2096,0,Non-clickbait,VietNamNet,Sức khỏe & Đời sống,1507,Giáo dục & Học đường,train
article_2098,0,Non-clickbait,VietNamNet,Sức khỏe & Đời sống,1508,Giáo dục & Học đường,train
article_2099,0,Non-clickbait,VietNamNet,Sức khỏe & Đời sống,1509,Giáo dục & Học đường,train
article_2100,0,Non-clickbait,VietNamNet,Sức khỏe & Đời sống,1510,Giáo dục & Học đường,train
article_2101,0,Non-clickbait,VietNamNet,Sức khỏe & Đời sống,1511,Giáo dục & Học đường,train
article_2102,0,Non-clickbait,VietNamNet,Sức khỏe & Đời sống,1512,Giáo dục & Học đường,train
article_2103,0,Non-clickbait,VietNamNet,Sức khỏe & Đời sống,1513,Giáo dục & Học đường,train
article_2104,1,Clickbait,VietNamNet,Sức khỏe & Đời sống,1514,Giáo dục & Học đường,train
article_2105,0,Non-clickbait,VietNamNet,Sức khỏe & Đời sống,1515,Giáo dục & Học đường,train
article_2107,0,Non-clickbait,SaoStar,Giáo dục & Học đường,1516,Giáo dục & Học đường,test
article_2110,0,Non-clickbait,SaoStar,Giáo dục & Học đường,1517,Giáo dục & Học đường,test
article_2116,0,Non-clickbait,SaoStar,Giáo dục & Học đường,1518,Giáo dục & Học đường,test
article_2117,0,Non-clickbait,SaoStar,Giáo dục & Học đường,1519,Giáo dục & Học đường,test
article_2120,0,Non-clickbait,SaoStar,Giáo dục & Học đường,1520,Giáo dục & Học đường,test
article_2128,0,Non-clickbait,SaoStar,Giáo dục & Học đường,1521,Giáo dục & Học đường,test
article_2130,1,Clickbait,SaoStar,Giáo dục & Học đường,1522,Giáo dục & Học đường,test
article_2132,1,Clickbait,SaoStar,Giáo dục & Học đường,1523,Giáo dục & Học đường,test
article_2133,0,Non-clickbait,SaoStar,Giáo dục & Học đường,1524,Giáo dục & Học đường,test
article_2136,0,Non-clickbait,SaoStar,Giáo dục & Học đường,1525,Giáo dục & Học đường,test
article_2150,1,Clickbait,24h,Công nghệ & Khoa học,1526,Giáo dục & Học đường,train
article_2151,0,Non-clickbait,24h,Công nghệ & Khoa học,1527,Giáo dục & Học đường,train
article_2152,0,Non-clickbait,24h,Công nghệ & Khoa học,1528,Giáo dục & Học đường,train
article_2154,0,Non-clickbait,24h,Công nghệ & Khoa học,1529,Giáo dục & Học đường,train
article_2165,0,Non-clickbait,24h,Other,1530,Giáo dục & Học đường,train
article_2166,0,Non-clickbait,24h,Other,1531,Giáo dục & Học đường,train
article_2168,0,Non-clickbait,24h,Other,1532,Giáo dục & Học đường,train
article_2174,1,Clickbait,Báo Mới,Giải trí & Showbiz,1533,Giáo dục & Học đường,train
article_2175,1,Clickbait,Báo Mới,Other,1534,Giáo dục & Học đường,train
article_2176,1,Clickbait,Báo Mới,Giải trí & Showbiz,1535,Giáo dục & Học đường,train
article_2177,0,Non-clickbait,Báo Mới,Other,1536,Giáo dục & Học đường,train
article_2179,0,Non-clickbait,Báo Mới,Other,1537,Giáo dục & Học đường,train
article_2180,0,Non-clickbait,Báo Mới,Other,1538,Giáo dục & Học đường,train
article_2184,1,Clickbait,Báo Mới,Giải trí & Showbiz,1539,Giáo dục & Học đường,train
article_2185,0,Non-clickbait,Báo Mới,Giải trí & Showbiz,1540,Giáo dục & Học đường,train
article_2189,1,Clickbait,Báo Mới,Other,1541,Giáo dục & Học đường,train
article_2190,0,Non-clickbait,Báo Mới,Giải trí & Showbiz,1542,Giáo dục & Học đường,train
article_2191,0,Non-clickbait,Báo Mới,Other,1543,Giáo dục & Học đường,train
article_2192,0,Non-clickbait,Báo Mới,Giải trí & Showbiz,1544,Giáo dục & Học đường,train
article_2194,1,Clickbait,Báo Mới,Giải trí & Showbiz,1545,Giáo dục & Học đường,train
article_2195,1,Clickbait,Báo Mới,Giải trí & Showbiz,1546,Giáo dục & Học đường,train
article_2196,0,Non-clickbait,Báo Mới,Giải trí & Showbiz,1547,Giáo dục & Học đường,train
article_2197,0,Non-clickbait,Báo Mới,Giải trí & Showbiz,1548,Giáo dục & Học đường,train
article_2199,0,Non-clickbait,Báo Mới,Other,1549,Giáo dục & Học đường,train
article_2201,0,Non-clickbait,Báo Mới,Giải trí & Showbiz,1550,Giáo dục & Học đường,train
article_2203,0,Non-clickbait,Báo Mới,Giải trí & Showbiz,1551,Giáo dục & Học đường,train
article_2206,0,Non-clickbait,Báo Mới,Other,1552,Giáo dục & Học đường,train
article_2207,0,Non-clickbait,Báo Mới,Giải trí & Showbiz,1553,Giáo dục & Học đường,train
article_2210,0,Non-clickbait,Báo Mới,Other,1554,Giáo dục & Học đường,train
article_2213,0,Non-clickbait,Báo Mới,Other,1555,Giáo dục & Học đường,train
article_2215,0,Non-clickbait,VnExpress,Other,1556,Giáo dục & Học đường,train
article_2216,0,Non-clickbait,VnExpress,Other,1557,Giáo dục & Học đường,train
article_2218,0,Non-clickbait,VnExpress,Other,1558,Giáo dục & Học đường,train
article_2220,0,Non-clickbait,VnExpress,Other,1559,Giáo dục & Học đường,train
article_2222,0,Non-clickbait,VnExpress,Other,1560,Giáo dục & Học đường,train
article_2223,0,Non-clickbait,VnExpress,Other,1561,Giáo dục & Học đường,train
article_2224,0,Non-clickbait,VnExpress,Other,1562,Giáo dục & Học đường,train
article_2225,0,Non-clickbait,VnExpress,Other,1563,Giáo dục & Học đường,train
article_2227,0,Non-clickbait,VnExpress,Other,1564,Giáo dục & Học đường,train
article_2228,0,Non-clickbait,VnExpress,Other,1565,Giáo dục & Học đường,train
article_2229,0,Non-clickbait,VnExpress,Other,1566,Giáo dục & Học đường,train
article_2230,0,Non-clickbait,VnExpress,Other,1567,Giáo dục & Học đường,train
article_2231,0,Non-clickbait,VnExpress,Other,1568,Giáo dục & Học đường,train
article_2233,0,Non-clickbait,VnExpress,Other,1569,Giáo dục & Học đường,train
article_2234,0,Non-clickbait,VnExpress,Other,1570,Giáo dục & Học đường,train
article_2235,0,Non-clickbait,VnExpress,Other,1571,Giáo dục & Học đường,train
article_2236,0,Non-clickbait,VnExpress,Other,1572,Giáo dục & Học đường,train
article_2239,0,Non-clickbait,VnExpress,Other,1573,Giáo dục & Học đường,train
article_2240,0,Non-clickbait,VnExpress,Other,1574,Giáo dục & Học đường,train
article_2241,0,Non-clickbait,VnExpress,Other,1575,Giáo dục & Học đường,train
article_2242,0,Non-clickbait,VnExpress,Other,1576,Giáo dục & Học đường,train
article_2243,0,Non-clickbait,VnExpress,Other,1577,Giáo dục & Học đường,train
article_2244,0,Non-clickbait,VnExpress,Other,1578,Giáo dục & Học đường,train
article_2246,0,Non-clickbait,VnExpress,Other,1579,Giáo dục & Học đường,train
article_2247,0,Non-clickbait,VnExpress,Other,1580,Giáo dục & Học đường,train
article_2248,0,Non-clickbait,VnExpress,Other,1581,Giáo dục & Học đường,train
article_2249,1,Clickbait,VnExpress,Other,1582,Giáo dục & Học đường,train
article_2251,0,Non-clickbait,VnExpress,Other,1583,Giáo dục & Học đường,train
article_2252,0,Non-clickbait,VnExpress,Other,1584,Giáo dục & Học đường,train
article_2253,0,Non-clickbait,VnExpress,Other,1585,Giáo dục & Học đường,train
article_2254,0,Non-clickbait,VnExpress,Other,1586,Giáo dục & Học đường,train
article_2255,0,Non-clickbait,VnExpress,Other,1587,Giáo dục & Học đường,train
article_2258,0,Non-clickbait,VnExpress,Other,1588,Giáo dục & Học đường,train
article_2259,0,Non-clickbait,VnExpress,Other,1589,Giáo dục & Học đường,train
article_2260,0,Non-clickbait,VnExpress,Other,1590,Giáo dục & Học đường,train
article_2262,0,Non-clickbait,VnExpress,Other,1591,Giáo dục & Học đường,train
article_2263,0,Non-clickbait,VnExpress,Other,1592,Giáo dục & Học đường,train
article_2264,0,Non-clickbait,VnExpress,Other,1593,Giáo dục & Học đường,train
article_2268,0,Non-clickbait,Tuổi Trẻ,Giải trí & Showbiz,1594,Giáo dục & Học đường,train
article_2270,0,Non-clickbait,Tuổi Trẻ,Giải trí & Showbiz,1595,Giáo dục & Học đường,train
article_2271,0,Non-clickbait,Tuổi Trẻ,Giải trí & Showbiz,1596,Giáo dục & Học đường,train
article_2275,0,Non-clickbait,Tuổi Trẻ,Giải trí & Showbiz,1597,Giáo dục & Học đường,train
article_2276,0,Non-clickbait,Tuổi Trẻ,Giải trí & Showbiz,1598,Giáo dục & Học đường,train
article_2277,0,Non-clickbait,Tuổi Trẻ,Giải trí & Showbiz,1599,Giáo dục & Học đường,train
article_2279,0,Non-clickbait,Tuổi Trẻ,Giải trí & Showbiz,1600,Giáo dục & Học đường,train
article_2282,0,Non-clickbait,Tuổi Trẻ,Giải trí & Showbiz,1601,Giáo dục & Học đường,train
article_2283,0,Non-clickbait,Tuổi Trẻ,Giải trí & Showbiz,1602,Giáo dục & Học đường,train
article_2284,0,Non-clickbait,Thanh Niên,Văn hóa & Nghệ thuật,1603,Giáo dục & Học đường,train
article_2287,0,Non-clickbait,Thanh Niên,Other,1604,Giáo dục & Học đường,train
article_2288,1,Clickbait,Thanh Niên,Văn hóa & Nghệ thuật,1605,Giáo dục & Học đường,train
article_2289,0,Non-clickbait,Thanh Niên,Văn hóa & Nghệ thuật,1606,Giáo dục & Học đường,train
article_2290,0,Non-clickbait,Thanh Niên,Văn hóa & Nghệ thuật,1607,Giáo dục & Học đường,train
article_2291,0,Non-clickbait,Thanh Niên,Văn hóa & Nghệ thuật,1608,Giáo dục & Học đường,train
article_2292,0,Non-clickbait,Thanh Niên,Other,1609,Giáo dục & Học đường,train
article_2293,0,Non-clickbait,Thanh Niên,Văn hóa & Nghệ thuật,1610,Giáo dục & Học đường,train
article_2294,0,Non-clickbait,Thanh Niên,Văn hóa & Nghệ thuật,1611,Giáo dục & Học đường,train
article_2295,1,Clickbait,Thanh Niên,Other,1612,Giáo dục & Học đường,train
article_2296,0,Non-clickbait,Thanh Niên,Văn hóa & Nghệ thuật,1613,Giáo dục & Học đường,train
article_2297,0,Non-clickbait,Thanh Niên,Văn hóa & Nghệ thuật,1614,Giáo dục & Học đường,train
article_2298,0,Non-clickbait,Thanh Niên,Other,1615,Giáo dục & Học đường,train
article_2299,0,Non-clickbait,Thanh Niên,Văn hóa & Nghệ thuật,1616,Giáo dục & Học đường,train
article_2302,0,Non-clickbait,Thanh Niên,Văn hóa & Nghệ thuật,1617,Giáo dục & Học đường,train
article_2303,0,Non-clickbait,Thanh Niên,Văn hóa & Nghệ thuật,1618,Giáo dục & Học đường,train
article_2304,0,Non-clickbait,Thanh Niên,Văn hóa & Nghệ thuật,1619,Giáo dục & Học đường,train
article_2305,0,Non-clickbait,Thanh Niên,Văn hóa & Nghệ thuật,1620,Giáo dục & Học đường,train
article_2306,0,Non-clickbait,Thanh Niên,Văn hóa & Nghệ thuật,1621,Giáo dục & Học đường,train
article_2307,0,Non-clickbait,Thanh Niên,Văn hóa & Nghệ thuật,1622,Giáo dục & Học đường,train
article_2309,0,Non-clickbait,Thanh Niên,Văn hóa & Nghệ thuật,1623,Giáo dục & Học đường,train
article_2310,0,Non-clickbait,Thanh Niên,Other,1624,Giáo dục & Học đường,train
article_2311,0,Non-clickbait,Thanh Niên,Văn hóa & Nghệ thuật,1625,Giáo dục & Học đường,train
article_2314,0,Non-clickbait,Thanh Niên,Other,1626,Giáo dục & Học đường,train
article_2315,0,Non-clickbait,Thanh Niên,Other,1627,Giáo dục & Học đường,train
article_2316,0,Non-clickbait,Thanh Niên,Other,1628,Giáo dục & Học đường,train
article_2318,0,Non-clickbait,Thanh Niên,Other,1629,Giáo dục & Học đường,train
article_2319,0,Non-clickbait,Thanh Niên,Other,1630,Giáo dục & Học đường,train
article_2320,0,Non-clickbait,Thanh Niên,Other,1631,Giáo dục & Học đường,train
article_2322,0,Non-clickbait,Thanh Niên,Other,1632,Giáo dục & Học đường,train
article_2324,0,Non-clickbait,Thanh Niên,Other,1633,Giáo dục & Học đường,train
article_2325,0,Non-clickbait,Thanh Niên,Other,1634,Giáo dục & Học đường,train
article_2326,0,Non-clickbait,Thanh Niên,Other,1635,Giáo dục & Học đường,train
article_2327,0,Non-clickbait,Thanh Niên,Other,1636,Giáo dục & Học đường,train
article_2329,0,Non-clickbait,Thanh Niên,Other,1637,Giáo dục & Học đường,train
article_2330,0,Non-clickbait,Thanh Niên,Other,1638,Giáo dục & Học đường,train
article_2331,0,Non-clickbait,Thanh Niên,Other,1639,Giáo dục & Học đường,train
article_2332,0,Non-clickbait,Thanh Niên,Other,1640,Giáo dục & Học đường,train
article_2333,0,Non-clickbait,VietNamNet,Công nghệ & Khoa học,1641,Giáo dục & Học đường,train
article_2334,0,Non-clickbait,VietNamNet,Công nghệ & Khoa học,1642,Giáo dục & Học đường,train
article_2338,0,Non-clickbait,VietNamNet,Công nghệ & Khoa học,1643,Giáo dục & Học đường,train
