id,split,label,label_str,source,category,publish_dt,duplicate_group
article_3224,test,1,Clickbait,24h,Giải trí & Showbiz,2025-06-20 11:00:00.000,3279
article_3229,test,1,Clickbait,24h,Giải trí & Showbiz,2025-06-11 01:12:26.000,3283
article_3231,test,1,Clickbait,24h,Giải trí & Showbiz,2025-06-09 07:21:00.000,3284
article_3235,test,1,Clickbait,Báo Mới,Other,2025-06-23 10:44:29.000,2164
article_3246,test,0,Non-clickbait,Báo Mới,Sức khỏe & Đời sống,2025-06-23 10:20:00.000,2174
article_3250,test,0,Non-clickbait,Báo Mới,Other,2025-06-23 10:10:00.000,2178
article_3261,test,1,Clickbait,Báo Mới,Other,2025-06-23 09:30:00.000,3294
article_3269,test,0,Non-clickbait,Báo Mới,Other,2025-06-23 09:02:14.000,2190
article_3276,test,0,Non-clickbait,Báo Mới,Sức khỏe & Đời sống,2025-06-23 08:42:00.000,2195
article_3278,test,0,Non-clickbait,Báo Mới,Other,2025-06-23 08:32:39.000,2197
article_3282,test,1,Clickbait,VnExpress,Other,2025-06-23 04:25:00.000,3295
article_3290,test,0,Non-clickbait,VnExpress,Other,2025-06-23 00:00:00.000,2202
article_3292,test,0,Non-clickbait,VnExpress,Other,2025-06-22 17:00:00.000,2203
article_3296,test,0,Non-clickbait,VnExpress,Other,2025-06-22 03:37:00.000,2207
article_3308,test,0,Non-clickbait,VnExpress,Other,2025-06-20 05:36:00.000,2214
article_3316,test,0,Non-clickbait,VnExpress,Other,2025-06-19 02:28:00.000,2219
article_3317,test,0,Non-clickbait,VnExpress,Other,2025-06-19 00:00:00.000,2220
article_3327,test,1,Clickbait,VnExpress,Other,2025-06-17 17:00:00.000,2227
article_3328,test,0,Non-clickbait,VnExpress,Other,2025-06-18 12:00:00.000,2228
article_3340,test,1,Clickbait,VnExpress,Other,2025-06-17 06:00:00.000,3304
article_3341,test,1,Clickbait,VnExpress,Other,2025-06-16 08:45:00.000,3305
article_3347,test,1,Clickbait,Tuổi Trẻ,Sức khỏe & Đời sống,2025-06-23 08:55:46.000,3306
article_3366,test,0,Non-clickbait,Tuổi Trẻ,Other,2025-06-22 12:00:00.000,2250
article_3388,test,0,Non-clickbait,Thanh Niên,Other,2025-06-19 09:13:00.000,2262
article_3391,test,0,Non-clickbait,Thanh Niên,Other,2025-06-18 13:04:00.000,2265
article_3392,test,1,Clickbait,Thanh Niên,Other,2025-06-18 12:53:00.000,3319
article_3400,test,1,Clickbait,Thanh Niên,Other,2025-04-22 12:06:00.000,3322
article_3402,test,1,Clickbait,Thanh Niên,Other,2025-06-13 06:40:00.000,3323
article_3403,test,0,Non-clickbait,Thanh Niên,Other,2025-05-27 03:56:00.000,2271
article_3408,test,1,Clickbait,VietNamNet,Du lịch & Ẩm thực,2025-06-22 23:00:00.000,3326
article_3412,test,1,Clickbait,VietNamNet,Du lịch & Ẩm thực,2025-06-22 06:00:00.000,3329
article_3417,test,0,Non-clickbait,VietNamNet,Du lịch & Ẩm thực,2025-06-20 04:03:00.000,2273
article_3430,test,0,Non-clickbait,VietNamNet,Du lịch & Ẩm thực,2025-06-16 11:06:00.000,2280
article_3437,test,1,Clickbait,24h,Xe & Vận tải,2025-06-23 01:00:00.000,3335
article_3439,test,0,Non-clickbait,24h,Xe & Vận tải,2025-06-18 08:00:00.000,2285
article_3441,test,0,Non-clickbait,24h,Xe & Vận tải,2025-06-12 08:00:00.000,2286
article_3445,test,1,Clickbait,24h,Xe & Vận tải,2025-06-17 23:00:00.000,2288
article_3446,test,1,Clickbait,24h,Other,2025-06-17 09:50:00.000,3337
article_3447,test,1,Clickbait,24h,Xe & Vận tải,2025-06-10 08:00:00.000,2289
article_3449,test,0,Non-clickbait,24h,Xe & Vận tải,2025-06-17 05:36:00.000,2291
article_3456,test,0,Non-clickbait,24h,Xe & Vận tải,2025-06-16 01:00:00.000,2294
article_3459,test,1,Clickbait,24h,Xe & Vận tải,2025-06-13 01:00:00.000,2295
article_3467,test,0,Non-clickbait,Báo Mới,Xe & Vận tải,2025-06-23 10:43:29.000,2300
article_3468,test,0,Non-clickbait,Báo Mới,Xe & Vận tải,2025-06-23 09:04:43.000,2301
article_3471,test,1,Clickbait,Báo Mới,Xe & Vận tải,2025-06-23 11:00:00.000,3343
article_3479,test,1,Clickbait,Báo Mới,Xe & Vận tải,2025-06-23 08:27:00.000,3344
article_3480,test,0,Non-clickbait,Báo Mới,Xe & Vận tải,2025-06-23 07:51:59.000,2310
article_3482,test,0,Non-clickbait,Báo Mới,Xe & Vận tải,2025-06-23 06:44:00.000,2312
article_3486,test,0,Non-clickbait,Báo Mới,Xe & Vận tải,2025-06-23 04:31:00.000,2316
article_3489,test,0,Non-clickbait,Báo Mới,Xe & Vận tải,2025-06-23 04:22:00.000,2319
article_3496,test,0,Non-clickbait,Báo Mới,Xe & Vận tải,2025-06-23 02:30:58.000,2325
article_3500,test,0,Non-clickbait,Báo Mới,Xe & Vận tải,2025-06-23 02:00:00.000,2329
article_3505,test,0,Non-clickbait,Báo Mới,Xe & Vận tải,2025-06-23 01:00:00.000,2334
article_3522,test,0,Non-clickbait,Tuổi Trẻ,Chính trị & An ninh,2025-06-19 10:51:04.000,2346
article_3535,test,0,Non-clickbait,VietNamNet,Other,2025-06-19 01:56:00.000,2352
article_3540,test,0,Non-clickbait,VietNamNet,Other,2025-06-17 01:30:00.000,2355
article_3558,test,0,Non-clickbait,VietNamNet,Other,2025-06-07 01:15:00.000,2363
article_3562,test,0,Non-clickbait,24h,Xe & Vận tải,2025-06-22 02:00:00.000,2367
article_3567,test,1,Clickbait,24h,Xe & Vận tải,2025-06-18 11:00:00.000,3352
article_3569,test,0,Non-clickbait,24h,Xe & Vận tải,2025-06-15 05:00:00.000,2370
article_3572,test,0,Non-clickbait,24h,Xe & Vận tải,2025-06-03 02:00:00.000,2373
article_3573,test,0,Non-clickbait,24h,Xe & Vận tải,2024-12-27 11:00:00.000,2374
article_3593,test,0,Non-clickbait,Báo Mới,Other,2025-06-23 11:06:00.000,2390
article_3594,test,0,Non-clickbait,Báo Mới,Other,2025-06-23 11:04:48.000,2391
article_3600,test,0,Non-clickbait,Báo Mới,Other,2025-06-23 10:59:00.000,2396
article_3603,test,0,Non-clickbait,Báo Mới,Other,2025-06-23 10:55:13.000,2399
article_3611,test,0,Non-clickbait,Báo Mới,Other,2025-06-23 10:41:00.000,2407
article_3616,test,0,Non-clickbait,Báo Mới,Other,2025-06-23 10:36:00.000,2412
article_3617,test,1,Clickbait,Báo Mới,Other,2025-06-23 10:33:00.000,3357
article_3620,test,0,Non-clickbait,Báo Mới,Other,2025-06-23 10:32:00.000,2415
article_3622,test,0,Non-clickbait,Báo Mới,Other,2025-06-23 10:30:00.000,2417
article_3632,test,0,Non-clickbait,Báo Mới,Other,2025-06-23 10:17:00.000,2425
article_3633,test,0,Non-clickbait,Báo Mới,Other,2025-06-23 10:14:52.000,2426
article_3636,test,0,Non-clickbait,Báo Mới,Other,2025-06-23 10:08:00.000,2429
article_3639,test,0,Non-clickbait,Báo Mới,Other,2025-06-23 09:51:08.000,2432
article_3648,test,1,Clickbait,24h,Giải trí & Showbiz,2025-06-22 04:32:11.000,3361
article_3650,test,1,Clickbait,24h,Giải trí & Showbiz,2025-06-23 06:01:00.000,2440
article_3655,test,0,Non-clickbait,24h,Giải trí & Showbiz,2025-06-19 03:09:00.000,2444
article_3656,test,1,Clickbait,24h,Giải trí & Showbiz,2025-06-19 09:37:55.000,3364
article_3658,test,1,Clickbait,24h,Giải trí & Showbiz,2025-06-18 03:25:00.000,3365
article_3662,test,0,Non-clickbait,24h,Giải trí & Showbiz,2025-06-17 00:36:18.000,2445
article_3682,test,1,Clickbait,24h,Giải trí & Showbiz,2025-02-14 06:05:00.000,3366
article_3683,test,0,Non-clickbait,24h,Thể thao,2024-10-22 18:46:48.000,2450
article_3687,test,0,Non-clickbait,24h,Tin tức tổng hợp,2025-06-23 11:03:54.000,2453
article_3688,test,0,Non-clickbait,24h,Tin tức tổng hợp,2025-06-23 11:00:00.000,2454
article_3701,test,1,Clickbait,24h,Sức khỏe & Đời sống,2025-06-22 04:58:38.000,3376
article_3710,test,1,Clickbait,24h,Sức khỏe & Đời sống,2025-06-18 12:00:00.000,3383
article_3711,test,1,Clickbait,24h,Sức khỏe & Đời sống,2025-06-16 05:00:00.000,3384
article_3712,test,1,Clickbait,24h,Sức khỏe & Đời sống,2025-06-13 03:00:00.000,3385
article_3718,test,1,Clickbait,24h,Sức khỏe & Đời sống,2025-06-21 01:17:35.000,3386
article_3724,test,0,Non-clickbait,24h,Sức khỏe & Đời sống,2025-06-02 07:16:00.000,2463
article_3726,test,1,Clickbait,24h,Du lịch & Ẩm thực,2025-06-23 08:06:00.000,3389
article_3734,test,1,Clickbait,24h,Du lịch & Ẩm thực,2025-06-17 08:00:00.000,2468
article_3735,test,1,Clickbait,24h,Du lịch & Ẩm thực,2025-06-18 05:00:00.000,3390
article_3746,test,0,Non-clickbait,24h,Du lịch & Ẩm thực,2025-05-24 03:00:00.000,2473
article_3747,test,1,Clickbait,24h,Du lịch & Ẩm thực,2025-05-15 08:00:00.000,3393
article_3751,test,1,Clickbait,24h,Du lịch & Ẩm thực,2025-04-19 05:00:00.000,3397
article_3753,test,1,Clickbait,24h,Du lịch & Ẩm thực,2025-06-23 08:00:00.000,3398
article_3764,test,0,Non-clickbait,24h,Du lịch & Ẩm thực,2025-06-19 08:00:00.000,2477
article_3771,test,1,Clickbait,24h,Du lịch & Ẩm thực,2025-06-15 03:00:00.000,3404
article_3777,test,0,Non-clickbait,24h,Du lịch & Ẩm thực,2025-06-16 08:00:00.000,2482
article_3779,test,1,Clickbait,24h,Du lịch & Ẩm thực,2025-06-15 05:00:00.000,3407
article_3787,test,0,Non-clickbait,24h,Giáo dục & Học đường,2025-06-23 06:33:52.000,2490
article_3795,test,0,Non-clickbait,24h,Giáo dục & Học đường,2025-06-20 13:43:26.000,3410
article_3798,test,0,Non-clickbait,24h,Giáo dục & Học đường,2025-06-17 05:00:00.000,2497
article_0001,train,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-23 05:26:00.000,0
article_0004,train,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-23 04:56:00.000,2
article_0006,train,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-23 04:03:00.000,3
article_0008,train,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-23 03:07:00.000,2498
article_0009,train,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-23 00:03:00.000,2499
article_0012,train,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-22 12:40:00.000,6
article_0013,train,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-22 11:11:00.000,7
article_0014,train,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-22 08:48:00.000,8
article_0015,train,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-22 08:05:00.000,9
article_0016,train,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-22 07:39:00.000,10
article_0018,train,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-22 03:00:00.000,12
article_0019,train,0,Non-clickbait,VnExpress,Tin tức tổng hợp,,13
article_0021,train,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-21 17:34:00.000,15
article_0024,train,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-21 10:45:00.000,18
article_0026,train,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-21 07:21:00.000,20
article_0029,train,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-20 23:00:00.000,23
article_0030,train,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-20 17:10:00.000,24
article_0031,train,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-20 17:00:00.000,25
article_0032,train,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-20 17:00:00.000,26
article_0033,train,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-20 14:04:00.000,27
article_0034,train,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-20 10:19:00.000,28
article_0035,train,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-20 09:56:00.000,29
article_0036,train,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-20 09:26:00.000,30
article_0037,train,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-20 08:54:00.000,31
article_0038,train,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-20 06:11:00.000,32
article_0039,train,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-20 05:49:00.000,33
article_0042,train,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-20 02:27:00.000,36
article_0043,train,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-20 00:49:00.000,37
article_0044,train,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-19 23:00:00.000,38
article_0045,train,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-19 18:31:00.000,39
article_0046,train,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-19 17:29:00.000,40
article_0048,train,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-19 16:51:00.000,42
article_0049,train,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-19 16:29:00.000,43
article_0050,train,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-19 14:34:00.000,44
article_0051,train,0,Non-clickbait,Tuổi Trẻ,Tin tức tổng hợp,2025-06-23 03:38:56.000,45
article_0053,train,0,Non-clickbait,Tuổi Trẻ,Tin tức tổng hợp,2025-06-23 04:53:00.000,47
article_0054,train,0,Non-clickbait,Tuổi Trẻ,Tin tức tổng hợp,2025-06-23 05:07:05.000,48
article_0055,train,0,Non-clickbait,Tuổi Trẻ,Other,2025-06-23 00:18:02.000,49
article_0058,train,0,Non-clickbait,Tuổi Trẻ,Other,2025-06-22 22:09:00.000,52
article_0060,train,1,Clickbait,Tuổi Trẻ,Other,2025-06-10 01:02:28.000,53
article_0061,train,1,Clickbait,Tuổi Trẻ,Other,2025-06-06 02:32:21.000,54
article_0062,train,1,Clickbait,Tuổi Trẻ,Other,2025-06-22 10:47:05.000,2501
article_0063,train,0,Non-clickbait,Tuổi Trẻ,Chính trị & An ninh,2025-06-22 09:26:31.000,55
article_0064,train,1,Clickbait,Tuổi Trẻ,Other,2025-06-22 09:24:45.000,2502
article_0065,train,0,Non-clickbait,Tuổi Trẻ,Other,2025-06-23 04:40:00.000,56
article_0066,train,0,Non-clickbait,Tuổi Trẻ,Other,2025-06-23 00:15:00.000,57
article_0068,train,0,Non-clickbait,Tuổi Trẻ,Other,2025-06-23 05:48:00.000,59
article_0071,train,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,2025-06-21 01:00:00.000,62
article_0072,train,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,2025-06-21 05:54:00.000,63
article_0073,train,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,2025-06-21 16:10:00.000,64
article_0074,train,0,Non-clickbait,Thanh Niên,Tin tức tổng hợp,2025-06-21 01:46:00.000,65
article_0075,train,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,2025-06-21 13:49:00.000,66
article_0077,train,0,Non-clickbait,Thanh Niên,Other,2025-06-23 03:30:00.000,68
article_0078,train,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,2025-06-21 03:28:00.000,69
article_0079,train,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,2025-06-20 23:36:00.000,70
article_0080,train,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,2025-06-20 11:33:00.000,71
article_0082,train,0,Non-clickbait,Thanh Niên,Tin tức tổng hợp,2025-06-20 06:00:00.000,73
article_0083,train,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,2025-06-19 14:22:00.000,74
article_0084,train,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,2025-06-19 14:12:00.000,75
article_0086,train,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,2025-06-18 23:13:00.000,77
article_0087,train,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,2025-06-18 12:12:00.000,78
article_0088,train,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,2025-06-17 23:12:00.000,79
article_0089,train,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,2025-06-17 15:07:00.000,2503
article_0090,train,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,2025-06-17 05:33:00.000,80
article_0091,train,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,2025-06-16 23:08:00.000,81
article_0092,train,0,Non-clickbait,Thanh Niên,Tin tức tổng hợp,2025-06-16 04:20:00.000,82
article_0093,train,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,2025-06-16 01:44:00.000,83
article_0094,train,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,2025-06-15 23:00:00.000,84
article_0095,train,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,2025-06-14 09:07:00.000,85
article_0096,train,0,Non-clickbait,Thanh Niên,Other,2025-06-14 04:16:00.000,86
article_0097,train,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,2025-06-14 02:54:00.000,87
article_0098,train,0,Non-clickbait,Thanh Niên,Tin tức tổng hợp,2025-06-12 04:53:00.000,88
article_0099,train,0,Non-clickbait,Thanh Niên,Tin tức tổng hợp,2025-06-23 00:38:00.000,89
article_0100,train,0,Non-clickbait,Thanh Niên,Tin tức tổng hợp,2025-06-19 07:36:00.000,90
article_0101,train,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,2025-05-01 02:42:00.000,91
article_0102,train,0,Non-clickbait,Thanh Niên,Other,2025-05-21 00:05:00.000,92
article_0103,train,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,2025-02-28 21:00:00.000,93
article_0104,train,0,Non-clickbait,Thanh Niên,Other,2025-06-10 03:21:00.000,94
article_0109,train,0,Non-clickbait,VietNamNet,Chính trị & An ninh,2025-06-23 03:12:00.000,99
article_0112,train,0,Non-clickbait,VietNamNet,Chính trị & An ninh,2025-06-22 22:00:00.000,102
article_0113,train,0,Non-clickbait,VietNamNet,Chính trị & An ninh,2025-06-23 05:09:00.000,103
article_0114,train,0,Non-clickbait,VietNamNet,Chính trị & An ninh,2025-06-22 20:44:00.000,104
article_0118,train,0,Non-clickbait,VietNamNet,Chính trị & An ninh,2025-06-22 14:12:00.000,107
article_0119,train,0,Non-clickbait,VietNamNet,Chính trị & An ninh,2025-06-22 05:00:00.000,108
article_0120,train,0,Non-clickbait,VietNamNet,Chính trị & An ninh,2025-06-22 23:00:00.000,109
article_0122,train,0,Non-clickbait,VietNamNet,Chính trị & An ninh,2025-06-22 22:47:00.000,111
article_0123,train,0,Non-clickbait,VietNamNet,Chính trị & An ninh,2025-06-22 22:23:00.000,112
article_0124,train,0,Non-clickbait,VietNamNet,Chính trị & An ninh,2025-06-21 11:58:00.000,113
article_0125,train,0,Non-clickbait,VietNamNet,Chính trị & An ninh,2025-06-22 21:02:00.000,114
article_0126,train,0,Non-clickbait,VietNamNet,Chính trị & An ninh,2025-06-22 11:30:00.000,115
article_0127,train,0,Non-clickbait,VietNamNet,Chính trị & An ninh,2025-06-22 09:57:00.000,116
article_0128,train,0,Non-clickbait,VietNamNet,Chính trị & An ninh,2025-06-22 07:39:00.000,117
article_0129,train,0,Non-clickbait,VietNamNet,Chính trị & An ninh,2025-06-20 11:45:00.000,118
article_0131,train,0,Non-clickbait,VietNamNet,Chính trị & An ninh,2025-06-20 22:00:00.000,120
article_0132,train,0,Non-clickbait,VietNamNet,Chính trị & An ninh,2025-06-21 15:06:00.000,121
article_0134,train,0,Non-clickbait,VietNamNet,Chính trị & An ninh,2025-06-21 05:02:00.000,123
article_0135,train,0,Non-clickbait,VietNamNet,Chính trị & An ninh,2025-06-20 11:54:00.000,124
article_0137,train,0,Non-clickbait,VietNamNet,Chính trị & An ninh,2025-06-21 12:34:00.000,126
article_0138,train,0,Non-clickbait,VietNamNet,Chính trị & An ninh,2025-06-19 22:30:00.000,127
article_0140,train,0,Non-clickbait,Kênh14,Sức khỏe & Đời sống,2025-06-23 12:17:00.000,2505
article_0141,train,1,Clickbait,Kênh14,Sức khỏe & Đời sống,2025-06-23 09:56:00.000,2506
article_0142,train,1,Clickbait,Kênh14,Sức khỏe & Đời sống,2025-06-23 09:35:00.000,2507
article_0143,train,1,Clickbait,Kênh14,Sức khỏe & Đời sống,2025-06-23 09:22:00.000,2508
article_0144,train,1,Clickbait,Kênh14,Sức khỏe & Đời sống,2025-06-23 09:16:00.000,2509
article_0146,train,1,Clickbait,Kênh14,Sức khỏe & Đời sống,2025-06-23 06:41:00.000,2511
article_0147,train,1,Clickbait,SaoStar,Giải trí & Showbiz,2025-06-23 05:18:44.924,2512
article_0149,train,1,Clickbait,SaoStar,Giải trí & Showbiz,2025-06-23 03:57:00.148,2514
article_0150,train,1,Clickbait,SaoStar,Giải trí & Showbiz,2025-06-23 02:01:44.844,128
article_0151,train,1,Clickbait,SaoStar,Giải trí & Showbiz,2025-06-23 00:00:00.000,129
article_0152,train,1,Clickbait,SaoStar,Giải trí & Showbiz,2025-06-22 23:30:00.000,130
article_0153,train,1,Clickbait,SaoStar,Giải trí & Showbiz,2025-06-22 23:00:00.000,131
article_0155,train,1,Clickbait,SaoStar,Giải trí & Showbiz,2025-06-22 12:00:27.588,133
article_0157,train,1,Clickbait,SaoStar,Giải trí & Showbiz,2025-06-22 09:00:50.592,135
article_0158,train,1,Clickbait,SaoStar,Giải trí & Showbiz,2025-06-22 07:00:00.000,136
article_0159,train,1,Clickbait,SaoStar,Giải trí & Showbiz,2025-06-22 05:00:44.093,2515
article_0160,train,1,Clickbait,SaoStar,Giải trí & Showbiz,2025-06-22 03:30:47.818,2516
article_0163,train,1,Clickbait,SaoStar,Giải trí & Showbiz,2025-06-22 00:00:00.000,138
article_0165,train,1,Clickbait,SaoStar,Giải trí & Showbiz,2025-06-21 23:00:00.000,140
article_0167,train,1,Clickbait,SaoStar,Giải trí & Showbiz,2025-06-21 11:23:49.437,142
article_0168,train,1,Clickbait,SaoStar,Giải trí & Showbiz,2025-06-21 08:33:33.567,2518
article_0170,train,1,Clickbait,SaoStar,Giải trí & Showbiz,2025-06-21 05:00:00.000,144
article_0172,train,1,Clickbait,SaoStar,Giải trí & Showbiz,2025-06-21 03:32:16.869,146
article_0175,train,1,Clickbait,SaoStar,Giải trí & Showbiz,2025-06-21 00:00:10.407,149
article_0176,train,1,Clickbait,SaoStar,Giải trí & Showbiz,2025-06-20 23:30:00.000,150
article_0177,train,0,Non-clickbait,24h,Tin tức tổng hợp,2025-06-23 03:58:00.000,151
article_0178,train,0,Non-clickbait,24h,Tin tức tổng hợp,2025-06-23 03:14:00.000,152
article_0180,train,0,Non-clickbait,24h,Tin tức tổng hợp,2025-06-23 05:53:00.000,154
article_0181,train,0,Non-clickbait,24h,Tin tức tổng hợp,2025-06-23 04:13:00.000,155
article_0183,train,0,Non-clickbait,24h,Tin tức tổng hợp,2025-06-22 11:07:00.000,157
article_0184,train,0,Non-clickbait,24h,Tin tức tổng hợp,2025-06-22 05:48:42.000,158
article_0185,train,0,Non-clickbait,24h,Tin tức tổng hợp,2025-06-22 12:50:35.000,159
article_0186,train,0,Non-clickbait,24h,Tin tức tổng hợp,2025-06-22 08:36:00.000,160
article_0188,train,0,Non-clickbait,24h,Tin tức tổng hợp,2025-06-21 15:47:48.000,161
article_0189,train,0,Non-clickbait,24h,Tin tức tổng hợp,2025-06-21 11:53:00.000,162
article_0190,train,0,Non-clickbait,24h,Tin tức tổng hợp,2025-06-23 00:46:55.000,163
article_0191,train,0,Non-clickbait,24h,Tin tức tổng hợp,2025-06-22 01:05:06.000,164
article_0192,train,0,Non-clickbait,24h,Tin tức tổng hợp,2025-06-23 02:47:00.000,165
article_0193,train,0,Non-clickbait,24h,Giải trí & Showbiz,2025-06-23 02:12:32.000,166
article_0196,train,0,Non-clickbait,24h,Tin tức tổng hợp,2025-06-23 00:08:31.000,167
article_0198,train,0,Non-clickbait,24h,Tin tức tổng hợp,2025-06-22 13:20:00.000,168
article_0199,train,0,Non-clickbait,24h,Tin tức tổng hợp,2025-06-22 11:28:00.000,169
article_0200,train,0,Non-clickbait,24h,Giải trí & Showbiz,2025-06-22 11:25:00.000,170
article_0203,train,0,Non-clickbait,24h,Tin tức tổng hợp,2025-06-22 03:06:40.000,173
article_0204,train,0,Non-clickbait,24h,Tin tức tổng hợp,2025-06-22 00:02:53.000,174
article_0206,train,1,Clickbait,24h,Tin tức tổng hợp,2025-06-22 00:02:31.000,176
article_0207,train,0,Non-clickbait,24h,Tin tức tổng hợp,2025-06-21 07:21:00.000,177
article_0208,train,0,Non-clickbait,24h,Tin tức tổng hợp,2025-06-21 02:09:00.000,178
article_0209,train,0,Non-clickbait,24h,Tin tức tổng hợp,2025-06-20 15:13:05.000,179
article_0212,train,1,Clickbait,24h,Tin tức tổng hợp,2025-06-21 05:03:28.000,182
article_0213,train,1,Clickbait,24h,Tin tức tổng hợp,2025-06-20 04:57:00.000,2520
article_0215,train,0,Non-clickbait,24h,Tin tức tổng hợp,2025-06-18 14:26:34.000,2522
article_0216,train,0,Non-clickbait,24h,Quốc tế,2025-06-23 06:00:00.000,183
article_0217,train,0,Non-clickbait,24h,Quốc tế,2025-06-23 05:30:00.000,184
article_0218,train,1,Clickbait,24h,Quốc tế,2025-06-23 05:00:00.000,2523
article_0219,train,0,Non-clickbait,24h,Quốc tế,2025-06-23 04:30:00.000,185
article_0220,train,0,Non-clickbait,Báo Mới,Thể thao,2025-06-23 02:37:00.000,186
article_0221,train,1,Clickbait,Báo Mới,Thể thao,2025-06-23 06:03:04.000,2524
article_0222,train,1,Clickbait,Báo Mới,Thể thao,2025-06-23 01:38:00.000,2525
article_0223,train,1,Clickbait,Báo Mới,Thể thao,2025-06-23 01:33:00.000,2526
article_0224,train,1,Clickbait,Báo Mới,Thể thao,2025-06-23 05:15:10.000,2527
article_0227,train,1,Clickbait,Báo Mới,Thể thao,2025-06-23 03:52:26.000,189
article_0228,train,1,Clickbait,Báo Mới,Thể thao,2025-06-23 05:54:54.000,190
article_0229,train,1,Clickbait,Báo Mới,Thể thao,2025-06-23 04:00:00.000,2528
article_0231,train,1,Clickbait,Báo Mới,Thể thao,2025-06-23 06:15:33.000,2529
article_0232,train,0,Non-clickbait,Báo Mới,Thể thao,2025-06-23 06:15:36.000,2530
article_0233,train,1,Clickbait,Báo Mới,Thể thao,2025-06-23 06:00:00.000,2531
article_0236,train,1,Clickbait,Báo Mới,Thể thao,2025-06-23 06:05:00.000,2532
article_0238,train,1,Clickbait,Báo Mới,Thể thao,2025-06-23 05:20:29.000,194
article_0239,train,0,Non-clickbait,Báo Mới,Thể thao,2025-06-23 03:02:00.000,2534
article_0240,train,1,Clickbait,Báo Mới,Thể thao,2025-06-23 06:06:00.000,2535
article_0241,train,0,Non-clickbait,Báo Mới,Thể thao,2025-06-23 04:28:00.000,2536
article_0243,train,0,Non-clickbait,Báo Mới,Thể thao,2025-06-22 23:00:00.000,196
article_0244,train,0,Non-clickbait,Báo Mới,Thể thao,2025-06-22 09:30:00.000,197
article_0245,train,1,Clickbait,Báo Mới,Thể thao,2025-06-22 04:07:04.000,2537
article_0246,train,0,Non-clickbait,Báo Mới,Thể thao,,198
article_0247,train,0,Non-clickbait,Báo Mới,Thể thao,,199
article_0248,train,0,Non-clickbait,Báo Mới,Thể thao,,200
article_0249,train,0,Non-clickbait,Báo Mới,Thể thao,,201
article_0250,train,0,Non-clickbait,Báo Mới,Thể thao,,202
