id,label,label_str,source,category,publish_dt,split
article_2669,0,Non-clickbait,SaoStar,Công nghệ & Khoa học,2025-04-16 17:42:52.644,train
article_2668,0,Non-clickbait,SaoStar,Công nghệ & Khoa học,2025-04-17 05:17:09.737,train
article_3794,1,Clickbait,24h,Giáo dục & Học đường,2025-04-18 10:00:00.000,train
article_2666,1,Clickbait,SaoStar,Công nghệ & Khoa học,2025-04-18 13:13:58.551,train
article_3751,1,Clickbait,24h,Du lịch & Ẩm thực,2025-04-19 05:00:00.000,train
article_3750,1,Clickbait,24h,Du lịch & Ẩm thực,2025-04-20 08:00:00.000,train
article_3401,0,Non-clickbait,Thanh Niên,Other,2025-04-21 02:34:00.000,train
article_2665,1,Clickbait,SaoStar,Công nghệ & Khoa học,2025-04-21 05:46:45.985,train
article_0383,0,Non-clickbait,Thanh Niên,Tin tức tổng hợp,2025-04-22 05:22:00.000,train
article_3400,1,Clickbait,Thanh Niên,Other,2025-04-22 12:06:00.000,train
article_2411,1,Clickbait,24h,Other,2025-04-29 08:00:00.000,train
article_2663,0,Non-clickbait,SaoStar,Công nghệ & Khoa học,2025-04-29 11:25:07.003,train
article_3742,0,Non-clickbait,24h,Du lịch & Ẩm thực,2025-04-29 18:00:00.000,train
article_0656,0,Non-clickbait,Thanh Niên,Other,2025-04-29 23:15:00.000,train
article_0101,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,2025-05-01 02:42:00.000,train
article_3399,0,Non-clickbait,Thanh Niên,Other,2025-05-01 11:30:00.000,train
article_1036,1,Clickbait,24h,Kinh doanh & Kinh tế,2025-05-02 00:00:00.000,train
article_2944,1,Clickbait,SaoStar,Du lịch & Ẩm thực,2025-05-02 04:59:34.089,train
article_2662,1,Clickbait,SaoStar,Công nghệ & Khoa học,2025-05-02 08:15:31.199,train
article_2038,0,Non-clickbait,Thanh Niên,Other,2025-05-02 09:23:00.000,train
article_1035,1,Clickbait,24h,Kinh doanh & Kinh tế,2025-05-02 13:34:00.000,train
article_2661,1,Clickbait,SaoStar,Công nghệ & Khoa học,2025-05-03 16:03:18.574,train
article_2942,0,Non-clickbait,SaoStar,Du lịch & Ẩm thực,2025-05-07 00:35:17.972,train
article_2660,0,Non-clickbait,SaoStar,Công nghệ & Khoa học,2025-05-07 11:21:55.973,train
article_2659,0,Non-clickbait,SaoStar,Công nghệ & Khoa học,2025-05-08 08:55:35.070,train
article_2938,1,Clickbait,SaoStar,Du lịch & Ẩm thực,2025-05-09 02:00:00.000,train
article_3749,1,Clickbait,24h,Du lịch & Ẩm thực,2025-05-09 05:00:00.000,train
article_2937,1,Clickbait,SaoStar,Du lịch & Ẩm thực,2025-05-09 23:00:18.149,train
article_2563,0,Non-clickbait,Tuổi Trẻ,Thể thao,2025-05-09 23:08:52.000,train
article_2658,0,Non-clickbait,SaoStar,Công nghệ & Khoa học,2025-05-10 03:39:45.417,train
article_1238,1,Clickbait,Thanh Niên,Sức khỏe & Đời sống,2025-05-11 03:10:00.000,train
article_1442,1,Clickbait,Tuổi Trẻ,Xe & Vận tải,2025-05-11 09:41:54.000,train
article_3748,1,Clickbait,24h,Du lịch & Ẩm thực,2025-05-11 12:12:00.000,train
article_2935,0,Non-clickbait,SaoStar,Du lịch & Ẩm thực,2025-05-11 23:00:00.000,train
article_2037,0,Non-clickbait,Thanh Niên,Other,2025-05-12 04:42:00.000,train
article_2657,0,Non-clickbait,SaoStar,Công nghệ & Khoa học,2025-05-13 03:00:00.000,train
article_3233,1,Clickbait,24h,Giải trí & Showbiz,2025-05-13 03:20:11.000,train
article_2421,1,Clickbait,24h,Other,2025-05-13 11:00:00.000,train
article_3232,1,Clickbait,24h,Giải trí & Showbiz,2025-05-13 12:00:00.000,train
article_3365,0,Non-clickbait,Tuổi Trẻ,Sức khỏe & Đời sống,2025-05-14 02:53:27.000,train
article_2562,0,Non-clickbait,Tuổi Trẻ,Thể thao,2025-05-14 03:24:39.000,train
article_0493,1,Clickbait,24h,Quốc tế,2025-05-14 05:00:00.000,train
article_1464,0,Non-clickbait,Thanh Niên,Sức khỏe & Đời sống,2025-05-15 05:40:00.000,train
article_3747,1,Clickbait,24h,Du lịch & Ẩm thực,2025-05-15 08:00:00.000,train
article_2656,0,Non-clickbait,SaoStar,Công nghệ & Khoa học,2025-05-15 16:23:04.392,train
article_2932,0,Non-clickbait,SaoStar,Du lịch & Ẩm thực,2025-05-16 00:44:11.481,train
article_2561,1,Clickbait,Tuổi Trẻ,Thể thao,2025-05-16 02:03:05.000,train
article_3685,0,Non-clickbait,24h,Quốc tế,2025-05-16 23:00:00.000,train
article_2931,0,Non-clickbait,SaoStar,Du lịch & Ẩm thực,2025-05-17 01:53:51.698,train
article_2930,1,Clickbait,SaoStar,Du lịch & Ẩm thực,2025-05-18 00:51:24.549,train
article_3717,1,Clickbait,24h,Sức khỏe & Đời sống,2025-05-18 05:00:00.000,train
article_2929,1,Clickbait,SaoStar,Du lịch & Ẩm thực,2025-05-18 23:00:00.000,train
article_1441,0,Non-clickbait,Tuổi Trẻ,Other,2025-05-19 07:22:10.000,train
article_2928,1,Clickbait,SaoStar,Du lịch & Ẩm thực,2025-05-20 23:00:00.000,train
article_0102,0,Non-clickbait,Thanh Niên,Other,2025-05-21 00:05:00.000,train
article_0655,0,Non-clickbait,Thanh Niên,Other,2025-05-21 02:15:00.000,train
article_2655,0,Non-clickbait,SaoStar,Công nghệ & Khoa học,2025-05-21 12:53:37.711,train
article_3364,0,Non-clickbait,Tuổi Trẻ,Sức khỏe & Đời sống,2025-05-22 01:04:00.000,train
article_2420,0,Non-clickbait,24h,Other,2025-05-22 03:00:00.000,train
article_2884,0,Non-clickbait,Thanh Niên,Other,2025-05-22 06:28:00.000,train
article_2883,1,Clickbait,Thanh Niên,Other,2025-05-22 09:04:00.000,train
article_2882,0,Non-clickbait,Thanh Niên,Other,2025-05-22 09:56:00.000,train
article_2926,0,Non-clickbait,SaoStar,Du lịch & Ẩm thực,2025-05-22 23:00:00.000,train
article_3396,0,Non-clickbait,Thanh Niên,Other,2025-05-23 07:16:00.000,train
article_2925,1,Clickbait,SaoStar,Du lịch & Ẩm thực,2025-05-23 23:00:00.000,train
article_3746,0,Non-clickbait,24h,Du lịch & Ẩm thực,2025-05-24 03:00:00.000,train
article_2816,0,Non-clickbait,Tuổi Trẻ,Giáo dục & Học đường,2025-05-24 05:01:45.000,train
article_2815,1,Clickbait,Tuổi Trẻ,Giáo dục & Học đường,2025-05-24 08:05:23.000,train
article_0492,0,Non-clickbait,24h,Quốc tế,2025-05-24 18:00:00.000,train
article_2419,0,Non-clickbait,24h,Other,2025-05-25 01:00:00.000,train
article_0491,0,Non-clickbait,24h,Quốc tế,2025-05-26 00:31:00.000,train
article_2164,1,Clickbait,24h,Công nghệ & Khoa học,2025-05-26 01:00:00.000,train
article_2036,0,Non-clickbait,Thanh Niên,Other,2025-05-26 03:25:00.000,train
article_0837,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,2025-05-26 11:00:00.000,train
article_2654,0,Non-clickbait,SaoStar,Công nghệ & Khoa học,2025-05-26 13:29:47.139,train
article_0489,1,Clickbait,24h,Quốc tế,2025-05-27 00:35:00.000,train
article_2163,1,Clickbait,24h,Công nghệ & Khoa học,2025-05-27 02:00:00.000,train
article_3403,0,Non-clickbait,Thanh Niên,Other,2025-05-27 03:56:00.000,train
article_2924,0,Non-clickbait,SaoStar,Du lịch & Ẩm thực,2025-05-27 08:13:21.440,train
article_2923,0,Non-clickbait,SaoStar,Du lịch & Ẩm thực,2025-05-27 12:07:53.323,train
article_2418,0,Non-clickbait,24h,Other,2025-05-28 03:00:00.000,train
article_2653,0,Non-clickbait,SaoStar,Công nghệ & Khoa học,2025-05-28 07:56:41.429,train
article_0620,0,Non-clickbait,Tuổi Trẻ,Chính trị & An ninh,2025-05-28 15:35:04.000,train
article_2922,0,Non-clickbait,SaoStar,Du lịch & Ẩm thực,2025-05-29 02:23:31.879,train
article_2814,0,Non-clickbait,Tuổi Trẻ,Giáo dục & Học đường,2025-05-29 03:33:33.000,train
article_3395,0,Non-clickbait,Thanh Niên,Other,2025-05-29 08:17:00.000,train
article_2066,0,Non-clickbait,Thanh Niên,Other,2025-05-29 09:50:00.000,train
article_1895,1,Clickbait,SaoStar,Sức khỏe & Đời sống,2025-05-29 13:00:00.000,train
article_2921,0,Non-clickbait,SaoStar,Du lịch & Ẩm thực,2025-05-29 23:00:00.000,train
article_2034,1,Clickbait,Thanh Niên,Other,2025-05-30 01:40:00.000,train
article_0933,0,Non-clickbait,Thanh Niên,Other,2025-05-30 02:42:00.000,train
article_1893,0,Non-clickbait,SaoStar,Sức khỏe & Đời sống,2025-05-30 03:00:00.000,train
article_2417,1,Clickbait,24h,Other,2025-05-30 05:00:00.000,train
article_1892,1,Clickbait,SaoStar,Sức khỏe & Đời sống,2025-05-30 07:00:00.000,train
article_2652,0,Non-clickbait,SaoStar,Công nghệ & Khoa học,2025-05-30 07:00:04.094,train
article_2819,0,Non-clickbait,Tuổi Trẻ,Giáo dục & Học đường,2025-05-30 07:08:40.000,train
article_1891,1,Clickbait,SaoStar,Sức khỏe & Đời sống,2025-05-30 09:45:21.813,train
article_3716,1,Clickbait,24h,Sức khỏe & Đời sống,2025-05-30 10:00:00.000,train
article_2651,0,Non-clickbait,SaoStar,Công nghệ & Khoa học,2025-05-30 13:22:55.609,train
article_2818,0,Non-clickbait,Tuổi Trẻ,Giáo dục & Học đường,2025-05-30 16:40:27.000,train
article_2920,0,Non-clickbait,SaoStar,Du lịch & Ẩm thực,2025-05-30 23:00:00.000,train
article_2321,1,Clickbait,Thanh Niên,Other,2025-05-31 00:00:00.000,train
article_2074,1,Clickbait,Thanh Niên,Other,2025-05-31 01:21:00.000,train
article_2065,0,Non-clickbait,Thanh Niên,Other,2025-05-31 07:37:00.000,train
article_0927,0,Non-clickbait,Thanh Niên,Other,2025-05-31 08:59:00.000,train
article_1890,1,Clickbait,SaoStar,Sức khỏe & Đời sống,2025-05-31 11:58:25.689,train
article_1889,1,Clickbait,SaoStar,Sức khỏe & Đời sống,2025-05-31 13:00:00.000,train
article_1888,1,Clickbait,SaoStar,Sức khỏe & Đời sống,2025-05-31 23:00:00.000,train
article_2919,0,Non-clickbait,SaoStar,Du lịch & Ẩm thực,2025-05-31 23:00:00.000,train
article_0929,0,Non-clickbait,Thanh Niên,Other,2025-05-31 23:14:00.000,train
article_1887,1,Clickbait,SaoStar,Sức khỏe & Đời sống,2025-06-01 03:00:00.000,train
article_2161,1,Clickbait,24h,Công nghệ & Khoa học,2025-06-01 03:00:00.000,train
article_3739,0,Non-clickbait,24h,Du lịch & Ẩm thực,2025-06-01 03:00:00.000,train
article_3769,0,Non-clickbait,24h,Du lịch & Ẩm thực,2025-06-01 03:00:00.000,train
article_2033,0,Non-clickbait,Thanh Niên,Other,2025-06-01 03:11:00.000,train
article_2064,0,Non-clickbait,Thanh Niên,Other,2025-06-01 05:21:00.000,train
article_1886,1,Clickbait,SaoStar,Sức khỏe & Đời sống,2025-06-01 12:52:08.189,train
article_2160,0,Non-clickbait,24h,Công nghệ & Khoa học,2025-06-01 23:00:00.000,train
article_0922,1,Clickbait,Thanh Niên,Kinh doanh & Kinh tế,2025-06-01 23:17:00.000,train
article_1775,1,Clickbait,Tuổi Trẻ,Du lịch & Ẩm thực,2025-06-01 23:32:12.000,train
article_1885,1,Clickbait,SaoStar,Sức khỏe & Đời sống,2025-06-02 01:10:40.481,train
article_0924,1,Clickbait,Thanh Niên,Other,2025-06-02 03:45:00.000,train
article_0923,0,Non-clickbait,Thanh Niên,Other,2025-06-02 03:46:00.000,train
article_2032,0,Non-clickbait,Thanh Niên,Other,2025-06-02 03:54:00.000,train
article_0934,1,Clickbait,Thanh Niên,Other,2025-06-02 03:59:00.000,train
article_3725,0,Non-clickbait,24h,Sức khỏe & Đời sống,2025-06-02 05:11:00.000,train
article_3793,1,Clickbait,24h,Giáo dục & Học đường,2025-06-02 06:00:00.000,train
article_3724,0,Non-clickbait,24h,Sức khỏe & Đời sống,2025-06-02 07:16:00.000,train
article_2416,1,Clickbait,24h,Other,2025-06-02 11:00:00.000,train
article_3572,0,Non-clickbait,24h,Xe & Vận tải,2025-06-03 02:00:00.000,train
article_1884,1,Clickbait,SaoStar,Sức khỏe & Đời sống,2025-06-03 07:17:02.608,train
article_2650,0,Non-clickbait,SaoStar,Công nghệ & Khoa học,2025-06-03 08:00:13.004,train
article_1883,1,Clickbait,SaoStar,Sức khỏe & Đời sống,2025-06-03 08:50:11.934,train
article_2415,0,Non-clickbait,24h,Other,2025-06-03 11:00:00.000,train
article_1473,1,Clickbait,Thanh Niên,Sức khỏe & Đời sống,2025-06-03 21:08:00.000,train
article_1773,0,Non-clickbait,Tuổi Trẻ,Du lịch & Ẩm thực,2025-06-04 03:10:07.000,train
article_2414,1,Clickbait,24h,Other,2025-06-04 05:00:00.000,train
article_1882,1,Clickbait,SaoStar,Sức khỏe & Đời sống,2025-06-04 07:24:39.468,train
article_1881,1,Clickbait,SaoStar,Sức khỏe & Đời sống,2025-06-04 09:30:00.000,train
article_1880,1,Clickbait,SaoStar,Sức khỏe & Đời sống,2025-06-04 12:00:00.000,train
article_1879,1,Clickbait,SaoStar,Sức khỏe & Đời sống,2025-06-04 23:00:00.000,train
article_2918,1,Clickbait,SaoStar,Du lịch & Ẩm thực,2025-06-05 01:51:49.744,train
article_1878,1,Clickbait,SaoStar,Sức khỏe & Đời sống,2025-06-05 02:21:14.748,train
article_1499,0,Non-clickbait,Thanh Niên,Other,2025-06-05 02:44:00.000,train
article_1877,1,Clickbait,SaoStar,Sức khỏe & Đời sống,2025-06-05 06:47:17.435,train
article_1240,0,Non-clickbait,Thanh Niên,Other,2025-06-05 07:14:00.000,train
article_1188,1,Clickbait,Tuổi Trẻ,Công nghệ & Khoa học,2025-06-05 11:00:00.000,train
article_0932,0,Non-clickbait,Thanh Niên,Other,2025-06-06 00:37:00.000,train
article_0061,1,Clickbait,Tuổi Trẻ,Other,2025-06-06 02:32:21.000,train
article_1875,1,Clickbait,SaoStar,Sức khỏe & Đời sống,2025-06-06 03:00:00.000,train
article_3126,0,Non-clickbait,Thanh Niên,Other,2025-06-06 04:25:00.000,train
article_3583,0,Non-clickbait,24h,Xe & Vận tải,2025-06-06 05:00:00.000,train
article_1183,1,Clickbait,Tuổi Trẻ,Công nghệ & Khoa học,2025-06-06 10:00:00.000,train
article_2275,0,Non-clickbait,Tuổi Trẻ,Giải trí & Showbiz,2025-06-06 15:09:22.000,train
article_0488,0,Non-clickbait,24h,Quốc tế,2025-06-06 23:00:00.000,train
article_3558,0,Non-clickbait,VietNamNet,Other,2025-06-07 01:15:00.000,train
article_0619,0,Non-clickbait,Tuổi Trẻ,Chính trị & An ninh,2025-06-07 04:51:19.000,train
article_1874,0,Non-clickbait,SaoStar,Sức khỏe & Đời sống,2025-06-07 04:58:30.384,train
article_3582,0,Non-clickbait,24h,Xe & Vận tải,2025-06-07 06:30:00.000,train
article_2159,1,Clickbait,24h,Công nghệ & Khoa học,2025-06-07 08:00:00.000,train
article_2413,1,Clickbait,24h,Other,2025-06-07 11:00:00.000,train
article_3713,0,Non-clickbait,24h,Sức khỏe & Đời sống,2025-06-07 12:00:00.000,train
article_1769,1,Clickbait,Tuổi Trẻ,Du lịch & Ẩm thực,2025-06-08 00:05:36.000,train
article_3125,0,Non-clickbait,Thanh Niên,Other,2025-06-08 03:03:00.000,train
article_1239,0,Non-clickbait,Thanh Niên,Other,2025-06-08 22:30:00.000,train
article_2412,1,Clickbait,24h,Other,2025-06-08 23:00:00.000,train
article_3358,0,Non-clickbait,Tuổi Trẻ,Sức khỏe & Đời sống,2025-06-09 01:30:00.000,train
article_1873,1,Clickbait,SaoStar,Sức khỏe & Đời sống,2025-06-09 02:47:22.283,train
article_3768,0,Non-clickbait,24h,Du lịch & Ẩm thực,2025-06-09 03:00:00.000,train
article_0105,0,Non-clickbait,Thanh Niên,Other,2025-06-09 05:00:00.000,train
article_3231,1,Clickbait,24h,Giải trí & Showbiz,2025-06-09 07:21:00.000,train
article_2400,0,Non-clickbait,SaoStar,Kinh doanh & Kinh tế,2025-06-09 08:00:00.000,train
article_3581,0,Non-clickbait,24h,Xe & Vận tải,2025-06-09 08:00:00.000,train
article_3766,0,Non-clickbait,24h,Du lịch & Ẩm thực,2025-06-09 08:00:00.000,train
article_2319,0,Non-clickbait,Thanh Niên,Other,2025-06-09 17:04:00.000,train
article_3761,0,Non-clickbait,24h,Du lịch & Ẩm thực,2025-06-09 18:00:00.000,train
article_1206,1,Clickbait,Thanh Niên,Sức khỏe & Đời sống,2025-06-09 22:26:00.000,train
article_1187,0,Non-clickbait,Tuổi Trẻ,Công nghệ & Khoa học,2025-06-10 00:31:41.000,train
article_3462,0,Non-clickbait,24h,Xe & Vận tải,2025-06-10 01:00:00.000,train
article_0060,1,Clickbait,Tuổi Trẻ,Other,2025-06-10 01:02:28.000,train
article_3442,0,Non-clickbait,24h,Xe & Vận tải,2025-06-10 03:00:00.000,train
article_0104,0,Non-clickbait,Thanh Niên,Other,2025-06-10 03:21:00.000,train
article_1313,0,Non-clickbait,24h,Kinh doanh & Kinh tế,2025-06-10 05:07:00.000,train
article_1223,0,Non-clickbait,Thanh Niên,Other,2025-06-10 05:12:00.000,train
article_3571,0,Non-clickbait,24h,Xe & Vận tải,2025-06-10 06:30:00.000,train
article_1182,1,Clickbait,Tuổi Trẻ,Công nghệ & Khoa học,2025-06-10 06:55:49.000,train
article_2399,0,Non-clickbait,SaoStar,Kinh doanh & Kinh tế,2025-06-10 07:43:52.319,train
article_3447,1,Clickbait,24h,Xe & Vận tải,2025-06-10 08:00:00.000,train
article_3580,0,Non-clickbait,24h,Xe & Vận tải,2025-06-10 08:00:00.000,train
article_1498,0,Non-clickbait,Thanh Niên,Other,2025-06-10 10:45:00.000,train
article_1608,0,Non-clickbait,24h,Thể thao,2025-06-10 12:00:00.000,train
article_1205,1,Clickbait,Thanh Niên,Sức khỏe & Đời sống,2025-06-10 21:30:00.000,train
article_3461,1,Clickbait,24h,Xe & Vận tải,2025-06-11 01:00:00.000,train
article_3229,1,Clickbait,24h,Giải trí & Showbiz,2025-06-11 01:12:26.000,train
article_3553,0,Non-clickbait,VietNamNet,Other,2025-06-11 01:15:00.000,train
article_2822,0,Non-clickbait,Tuổi Trẻ,Giáo dục & Học đường,2025-06-11 02:42:50.000,train
article_3773,1,Clickbait,24h,Du lịch & Ẩm thực,2025-06-11 03:00:00.000,train
article_2152,0,Non-clickbait,24h,Công nghệ & Khoa học,2025-06-11 03:21:00.000,train
article_2397,0,Non-clickbait,SaoStar,Kinh doanh & Kinh tế,2025-06-11 04:13:28.061,train
article_3230,1,Clickbait,24h,Giải trí & Showbiz,2025-06-11 07:23:05.000,train
article_2151,0,Non-clickbait,24h,Công nghệ & Khoa học,2025-06-11 08:00:00.000,train
article_3579,1,Clickbait,24h,Xe & Vận tải,2025-06-11 08:00:00.000,train
article_3783,0,Non-clickbait,24h,Du lịch & Ẩm thực,2025-06-11 08:00:00.000,train
article_3085,0,Non-clickbait,Tuổi Trẻ,Other,2025-06-11 10:11:13.000,train
article_3362,1,Clickbait,Tuổi Trẻ,Sức khỏe & Đời sống,2025-06-11 10:30:57.000,train
article_3578,0,Non-clickbait,24h,Xe & Vận tải,2025-06-11 11:00:00.000,train
article_1312,1,Clickbait,24h,Kinh doanh & Kinh tế,2025-06-11 11:01:00.000,train
article_3357,0,Non-clickbait,Tuổi Trẻ,Sức khỏe & Đời sống,2025-06-11 11:36:59.000,train
article_0487,0,Non-clickbait,24h,Quốc tế,2025-06-11 13:00:00.000,train
article_1204,0,Non-clickbait,Thanh Niên,Sức khỏe & Đời sống,2025-06-11 21:25:00.000,train
article_0618,0,Non-clickbait,Tuổi Trẻ,Chính trị & An ninh,2025-06-11 22:35:00.000,train
article_3082,0,Non-clickbait,Tuổi Trẻ,Other,2025-06-12 01:00:00.000,train
article_3460,1,Clickbait,24h,Xe & Vận tải,2025-06-12 01:00:00.000,train
article_3551,0,Non-clickbait,VietNamNet,Other,2025-06-12 01:15:00.000,train
article_0108,0,Non-clickbait,Thanh Niên,Other,2025-06-12 02:57:00.000,train
article_2704,1,Clickbait,24h,Other,2025-06-12 03:00:00.000,train
article_3451,0,Non-clickbait,24h,Xe & Vận tải,2025-06-12 03:00:00.000,train
article_3714,1,Clickbait,24h,Sức khỏe & Đời sống,2025-06-12 03:00:00.000,train
article_1186,1,Clickbait,Tuổi Trẻ,Công nghệ & Khoa học,2025-06-12 03:37:00.000,train
article_0098,0,Non-clickbait,Thanh Niên,Tin tức tổng hợp,2025-06-12 04:53:00.000,train
article_2144,1,Clickbait,24h,Công nghệ & Khoa học,2025-06-12 05:00:00.000,train
article_0919,0,Non-clickbait,Thanh Niên,Other,2025-06-12 05:23:00.000,train
article_1607,1,Clickbait,24h,Thể thao,2025-06-12 07:16:33.000,train
article_3441,0,Non-clickbait,24h,Xe & Vận tải,2025-06-12 08:00:00.000,train
article_1606,1,Clickbait,24h,Thể thao,2025-06-12 09:16:00.000,train
article_2649,0,Non-clickbait,SaoStar,Công nghệ & Khoa học,2025-06-12 09:58:27.331,train
article_3523,0,Non-clickbait,Tuổi Trẻ,Other,2025-06-12 10:03:14.000,train
article_2703,0,Non-clickbait,24h,Other,2025-06-12 10:04:02.000,train
article_2642,1,Clickbait,VietNamNet,Chính trị & An ninh,2025-06-12 22:03:00.000,train
article_1203,0,Non-clickbait,Thanh Niên,Sức khỏe & Đời sống,2025-06-12 22:15:00.000,train
article_1440,1,Clickbait,Tuổi Trẻ,Xe & Vận tải,2025-06-13 00:36:45.000,train
article_0387,0,Non-clickbait,Thanh Niên,Other,2025-06-13 01:00:00.000,train
article_3084,1,Clickbait,Tuổi Trẻ,Other,2025-06-13 01:00:00.000,train
article_3459,1,Clickbait,24h,Xe & Vận tải,2025-06-13 01:00:00.000,train
article_3549,0,Non-clickbait,VietNamNet,Other,2025-06-13 01:15:00.000,train
article_3577,1,Clickbait,24h,Xe & Vận tải,2025-06-13 02:00:00.000,train
article_3712,1,Clickbait,24h,Sức khỏe & Đời sống,2025-06-13 03:00:00.000,train
article_3782,0,Non-clickbait,24h,Du lịch & Ẩm thực,2025-06-13 03:00:00.000,train
article_3548,0,Non-clickbait,VietNamNet,Other,2025-06-13 03:15:00.000,train
article_2394,0,Non-clickbait,SaoStar,Kinh doanh & Kinh tế,2025-06-13 04:10:29.630,train
article_0343,0,Non-clickbait,Tuổi Trẻ,Quốc tế,2025-06-13 04:20:21.000,train
article_0059,1,Clickbait,Tuổi Trẻ,Other,2025-06-13 04:23:27.000,train
article_3744,1,Clickbait,24h,Du lịch & Ẩm thực,2025-06-13 05:00:00.000,train
article_3772,1,Clickbait,24h,Du lịch & Ẩm thực,2025-06-13 05:00:00.000,train
article_2964,1,Clickbait,24h,Other,2025-06-13 05:07:00.000,train
article_2640,0,Non-clickbait,VietNamNet,Chính trị & An ninh,2025-06-13 06:33:00.000,train
article_3402,1,Clickbait,Thanh Niên,Other,2025-06-13 06:40:00.000,train
article_1768,0,Non-clickbait,Tuổi Trẻ,Other,2025-06-13 07:30:00.000,train
article_3450,0,Non-clickbait,24h,Xe & Vận tải,2025-06-13 08:00:00.000,train
article_2641,0,Non-clickbait,VietNamNet,Chính trị & An ninh,2025-06-13 09:16:00.000,train
article_3088,0,Non-clickbait,Tuổi Trẻ,Xe & Vận tải,2025-06-13 10:00:00.000,train
article_3081,0,Non-clickbait,Tuổi Trẻ,Chính trị & An ninh,2025-06-13 10:46:15.000,train
article_2405,1,Clickbait,24h,Other,2025-06-13 11:00:00.000,train
article_1181,1,Clickbait,Tuổi Trẻ,Công nghệ & Khoa học,2025-06-13 12:13:00.000,train
article_2323,1,Clickbait,Thanh Niên,Other,2025-06-13 14:46:00.000,train
article_3080,0,Non-clickbait,Tuổi Trẻ,Chính trị & An ninh,2025-06-13 15:23:33.000,train
article_0378,0,Non-clickbait,Thanh Niên,Tin tức tổng hợp,2025-06-13 22:00:00.000,train
article_1167,1,Clickbait,VnExpress,Other,2025-06-14 00:43:00.000,train
article_2150,1,Clickbait,24h,Công nghệ & Khoa học,2025-06-14 01:00:00.000,train
article_3458,1,Clickbait,24h,Xe & Vận tải,2025-06-14 01:00:00.000,train
article_1202,1,Clickbait,Thanh Niên,Sức khỏe & Đời sống,2025-06-14 01:18:00.000,train
article_3546,0,Non-clickbait,VietNamNet,Other,2025-06-14 02:00:00.000,train
article_0097,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,2025-06-14 02:54:00.000,train
article_2149,1,Clickbait,24h,Công nghệ & Khoa học,2025-06-14 03:00:00.000,train
article_1802,0,Non-clickbait,Thanh Niên,Giáo dục & Học đường,2025-06-14 03:09:00.000,train
article_1201,0,Non-clickbait,Thanh Niên,Sức khỏe & Đời sống,2025-06-14 03:12:00.000,train
article_2963,1,Clickbait,24h,Other,2025-06-14 03:17:00.000,train
article_2392,0,Non-clickbait,SaoStar,Kinh doanh & Kinh tế,2025-06-14 03:35:51.910,train
article_1190,1,Clickbait,Tuổi Trẻ,Công nghệ & Khoa học,2025-06-14 03:39:00.000,train
article_3361,1,Clickbait,Tuổi Trẻ,Sức khỏe & Đời sống,2025-06-14 03:58:58.000,train
article_0096,0,Non-clickbait,Thanh Niên,Other,2025-06-14 04:16:00.000,train
article_3576,0,Non-clickbait,24h,Xe & Vận tải,2025-06-14 05:00:00.000,train
article_3781,0,Non-clickbait,24h,Du lịch & Ẩm thực,2025-06-14 05:00:00.000,train
article_3079,0,Non-clickbait,Tuổi Trẻ,Other,2025-06-14 05:46:55.000,train
article_2391,1,Clickbait,SaoStar,Kinh doanh & Kinh tế,2025-06-14 08:00:00.000,train
article_1872,0,Non-clickbait,SaoStar,Giải trí & Showbiz,2025-06-14 08:57:14.706,train
article_0095,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,2025-06-14 09:07:00.000,train
article_3570,0,Non-clickbait,24h,Xe & Vận tải,2025-06-14 09:30:00.000,train
article_1605,0,Non-clickbait,24h,Thể thao,2025-06-14 09:35:00.000,train
article_1168,0,Non-clickbait,VnExpress,Other,2025-06-14 10:15:00.000,train
article_1166,0,Non-clickbait,VnExpress,Other,2025-06-14 10:27:00.000,train
article_3222,0,Non-clickbait,24h,Giải trí & Showbiz,2025-06-14 11:00:00.000,train
article_3743,1,Clickbait,24h,Du lịch & Ẩm thực,2025-06-14 12:00:00.000,train
article_3780,0,Non-clickbait,24h,Du lịch & Ẩm thực,2025-06-14 12:00:00.000,train
article_0751,0,Non-clickbait,24h,Chính trị & An ninh,2025-06-14 12:19:11.000,train
article_2834,0,Non-clickbait,Thanh Niên,Thể thao,2025-06-14 12:46:00.000,train
article_1165,0,Non-clickbait,VnExpress,Other,2025-06-14 13:49:00.000,train
article_1164,1,Clickbait,VnExpress,Other,2025-06-14 18:17:00.000,train
article_3575,0,Non-clickbait,24h,Xe & Vận tải,2025-06-14 23:00:00.000,train
article_0107,0,Non-clickbait,Thanh Niên,Tin tức tổng hợp,2025-06-14 23:05:00.000,train
article_3228,1,Clickbait,24h,Giải trí & Showbiz,2025-06-14 23:23:00.000,train
article_3221,1,Clickbait,24h,Giải trí & Showbiz,2025-06-15 00:23:49.000,train
article_2602,1,Clickbait,Thanh Niên,Other,2025-06-15 01:12:00.000,train
article_1163,0,Non-clickbait,VnExpress,Other,2025-06-15 01:41:00.000,train
article_3771,1,Clickbait,24h,Du lịch & Ẩm thực,2025-06-15 03:00:00.000,train
article_3220,0,Non-clickbait,24h,Giải trí & Showbiz,2025-06-15 03:11:32.000,train
